datetime,discharge
2020-01-01,5818.541666666667
2020-01-02,6783.020833333333
2020-01-03,6845.0
2020-01-04,6879.375
2020-01-05,7156.770833333333
2020-01-06,7010.729166666667
2020-01-07,6708.75
2020-01-08,7888.333333333333
2020-01-09,10907.916666666666
2020-01-10,10519.583333333334
2020-01-11,11966.666666666666
2020-01-12,13756.25
2020-01-13,15487.5
2020-01-14,20097.916666666668
2020-01-15,18491.489361702126
2020-01-16,17476.923076923078
2020-01-17,16737.28813559322
2020-01-18,14233.333333333334
2020-01-19,13266.666666666666
2020-01-20,12975.0
2020-01-21,14329.411764705883
2020-01-22,16543.617021276597
2020-01-23,16704.166666666668
2020-01-24,24265.625
2020-01-25,33870.833333333336
2020-01-26,71663.54166666667
2020-01-27,63803.125
2020-01-28,47691.666666666664
2020-01-29,43143.75
2020-01-30,34420.833333333336
2020-01-31,29459.375
2020-02-01,26412.5
2020-02-02,24192.708333333332
2020-02-03,21709.375
2020-02-04,19097.916666666668
2020-02-05,17105.263157894737
2020-02-06,15612.5
2020-02-07,14518.75
2020-02-08,13665.625
2020-02-09,12811.458333333334
2020-02-10,11956.25
2020-02-11,11358.333333333334
2020-02-12,10907.291666666666
2020-02-13,10510.416666666666
2020-02-14,10152.5
2020-02-15,9802.5
2020-02-16,9721.770833333334
2020-02-17,9847.395833333334
2020-02-18,9434.6875
2020-02-19,9024.791666666666
2020-02-20,8678.020833333334
2020-02-21,8372.083333333334
2020-02-22,8129.895833333333
2020-02-23,7965.520833333333
2020-02-24,7829.6875
2020-02-25,7671.875
2020-02-26,7552.8125
2020-02-27,7509.0625
2020-02-28,7465.833333333333
2020-02-29,7446.875
2020-03-01,7347.1875
2020-03-02,7126.979166666667
2020-03-03,7001.666666666667
2020-03-04,6919.6875
2020-03-05,6870.208333333333
2020-03-06,6861.875
2020-03-07,7019.583333333333
2020-03-08,7010.108695652174
2020-03-09,6789.895833333333
2020-03-10,6646.145833333333
2020-03-11,6511.145833333333
2020-03-12,6425.0
2020-03-13,6387.1875
2020-03-14,6642.604166666667
2020-03-15,6825.3125
2020-03-16,6636.666666666667
2020-03-17,6428.541666666667
2020-03-18,6437.916666666667
2020-03-19,6331.145833333333
2020-03-20,6209.375
2020-03-21,6135.625
2020-03-22,6125.9375
2020-03-23,6113.333333333333
2020-03-24,6320.104166666667
2020-03-25,6550.104166666667
2020-03-26,6373.229166666667
2020-03-27,6175.208333333333
2020-03-28,6079.444444444444
2020-03-29,6238.854166666667
2020-03-30,7081.770833333333
2020-03-31,12583.4375
2020-04-01,14526.041666666666
2020-04-02,11790.76923076923
2020-04-03,10272.604166666666
2020-04-04,9593.020833333334
2020-04-05,11408.333333333334
2020-04-06,12164.583333333334
2020-04-07,11428.048780487805
2020-04-08,10596.25
2020-04-09,10289.887640449439
2020-04-10,10361.458333333334
2020-04-11,10517.441860465116
2020-04-12,10697.701149425287
2020-04-13,10470.526315789473
2020-04-14,9786.875
2020-04-15,9499.506172839507
2020-04-16,10125.729166666666
2020-04-17,9765.625
